1,2,3,4,width
1.5157988393737627,1.5041161270056924,1.437397756859589,1.4373794013765104,0.5
1.5360049553257287,1.5150736564051295,1.4374707056861067,1.4374262525185586,0.5636363636363636
1.558172170098628,1.5272534468837016,1.4374928269269678,1.4374646315569515,0.6272727272727272
1.575857843747235,1.5363843106353146,1.4375807940025211,1.4374851317538486,0.6909090909090909
1.5944003673973144,1.5463674651558974,1.4376366264730502,1.4375024118679656,0.7545454545454545
1.6085222416793812,1.5539990803323578,1.4376595187663206,1.4375111608876763,0.8181818181818181
1.6234864297217741,1.562223923813872,1.4376794387515566,1.437518658410423,0.8818181818181818
1.6341547823900893,1.5682088576493178,1.437546235920591,1.4374906771988807,0.9454545454545454
1.6459632666253519,1.574951390300435,1.4423474351358085,1.437685305355104,1.009090909090909
1.6539776942752211,1.5796800288201962,1.4496843725259396,1.437989241386935,1.0727272727272728
1.6634869596869153,1.585290634950937,1.4622318290064111,1.4424754774953303,1.1363636363636362
1.6692304710792831,1.5889802421166415,1.4730074733507577,1.4478406650182494,1.2
